Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Juba,,161248.01,1,22.5,4.9,186.91,22.8,Clothing,,3,In-Store,Cash
Lindi,2022-04-20,64069.86,1,21.1,4.02,96.75,24.8,Clothing,1349.14,9,In-Store,Card Payment
Blantyre,2023-02-14,161645.77,1,13.0,1.1,149.15,6.3,nan,-280.73,7,In-Store,Cash
Ndola,2023-02-26,51896.94,0,,4.24,161.44,7.6,Clothing,647.49,5,In-Store,Card Payment
,2024-02-29,70618.88,0,15.6,4.41,190.81,,Furniture,372.93,10,nan,
Eldoret,2022-10-01,141355.77,1,30.6,3.27,195.45,11.1,Groceries,303.97,7,In-Store,Cash
Bulawayo,2021-06-18,24407.88,1,34.5,1.22,182.53,2.3,Furniture,,10,nan,Mobile Transfer
Dodoma,2025-01-22,81176.2,0,39.0,2.09,180.18,21.7,Electronics,-240.86,2,In-Store,Card Payment
Dar_es_Salaam,2021-08-27,69608.34,1,26.8,3.43,118.69,17.4,Electronics,1139.89,6,In-Store,
Maputo,2023-06-21,135300.84,0,34.2,1.5,,5.9,nan,-446.8,5,In-Store,Mobile Transfer
Lindi,2022-06-23,130495.17,1,18.5,3.9,180.56,13.2,Groceries,656.6,6,In-Store,Mobile Transfer
Beira,2022-01-21,94639.28,0,34.6,4.62,119.0,,Furniture,-49.28,8,In-Store,Mobile Transfer
Gaborone,2023-08-19,116299.51,0,11.8,1.39,198.64,4.7,Beverages,834.94,3,Online,Card Payment
Harare,2023-02-21,76705.94,1,24.3,1.73,80.92,18.0,Beverages,550.86,10,In-Store,Card Payment
Tanga,2024-04-12,79986.16,1,39.8,1.74,,4.4,nan,1499.5,8,In-Store,Card Payment
Kabwe,2020-12-05,164848.69,0,38.8,4.67,102.78,12.7,Groceries,1224.65,9,Online,Card Payment
Arusha,2021-01-29,165579.09,1,32.8,3.84,80.82,13.2,nan,173.27,5,In-Store,Cash
Bulawayo,2021-09-23,7063.43,1,25.4,1.6,176.42,,Furniture,556.96,5,In-Store,Card Payment
Dar_es_Salaam,2022-09-23,163597.78,1,19.7,1.75,85.39,9.7,Groceries,135.62,7,Online,Mobile Transfer
Juba,2025-02-21,13449.04,0,38.9,1.53,,15.7,Electronics,957.59,4,In-Store,Card Payment
Asmara,2022-04-21,59365.37,1,31.0,,176.75,16.9,Beverages,344.83,3,In-Store,Mobile Transfer
Eldoret,2020-11-19,45461.81,1,33.3,4.09,98.92,23.9,Clothing,-269.12,3,In-Store,Cash
Windhoek,2024-09-17,135036.61,0,34.3,2.88,177.99,16.5,Furniture,821.61,9,In-Store,Mobile Transfer
Nakuru,2022-01-15,139026.19,0,35.8,2.78,80.53,18.6,Groceries,-477.87,10,In-Store,Card Payment
Dodoma,2020-12-07,74338.15,1,,2.0,135.53,6.2,Beverages,94.58,1,In-Store,Mobile Transfer
Arusha,2024-07-02,48118.2,0,10.5,4.47,155.49,20.1,Furniture,1314.29,9,In-Store,Cash
Lusaka,2023-03-25,156314.34,1,16.4,2.66,unknown,17.4,Groceries,-311.65,8,In-Store,Card Payment
Chimoio,2022-09-01,100667.89,1,16.9,,173.89,20.2,Groceries,508.85,1,In-Store,Card Payment
Ndola,2023-10-10,133085.55,1,39.3,1.98,88.38,3.0,nan,1090.18,8,In-Store,Card Payment
unknown,2023-07-29,157618.52,1,18.8,1.24,130.71,13.7,Groceries,1309.0,4,In-Store,Cash
Manzini,2021-07-07,,0,16.2,1.32,112.34,22.7,Clothing,619.68,6,nan,Card Payment
Mbabane,2020-10-28,146894.71,1,29.8,4.98,116.75,10.9,Furniture,-193.64,8,In-Store,Card Payment
Kigali,2021-09-21,95169.34,0,25.9,1.55,137.31,12.5,Clothing,1381.71,1,In-Store,Cash
Juba,2021-11-20,,1,30.4,1.95,180.04,4.4,Clothing,998.52,4,In-Store,Mobile Transfer
Malindi,2025-02-06,unknown,1,31.0,1.35,129.62,12.9,Beverages,,,In-Store,Mobile Transfer
Lilongwe,2021-01-05,131470.56,0,18.3,3.39,139.89,2.9,Clothing,53.96,1,In-Store,Cash
Gweru,2023-05-21,188171.16,0,39.3,3.41,152.14,,Groceries,-404.57,4,In-Store,Cash
Bulawayo,2022-11-18,,1,27.4,2.3,162.28,13.1,Beverages,-117.14,3,In-Store,Mobile Transfer
Harare,2023-12-25,161081.15,1,10.9,4.67,118.38,22.6,nan,1055.35,9,nan,Mobile Transfer
Nampula,2024-09-03,29743.53,1,19.0,1.77,165.46,18.0,Beverages,-282.74,1,In-Store,Mobile Transfer
Arusha,,190370.42,1,26.6,,170.91,14.5,Furniture,-241.17,6,Online,Card Payment
Dodoma,2021-11-17,44643.16,1,13.3,3.57,169.11,9.6,Electronics,,4,In-Store,Mobile Transfer
Zanzibar,2022-01-22,159811.89,0,33.4,3.81,194.13,24.4,nan,290.68,4,In-Store,Card Payment
Eldoret,2025-06-21,54507.91,1,36.9,4.07,121.03,18.8,Beverages,,3,In-Store,Mobile Transfer
Addis_Ababa,2020-09-24,116663.63,1,14.8,1.03,149.86,12.4,Furniture,,2,In-Store,Cash
Bulawayo,2024-07-06,108724.89,1,33.7,4.59,192.92,4.0,nan,15.31,4,In-Store,Card Payment
Zanzibar,unknown,68854.05,0,24.3,3.07,193.69,21.9,Furniture,1338.98,7,Online,Mobile Transfer
Kafue,2021-12-17,192266.61,1,38.1,1.15,183.64,15.6,nan,1469.89,7,In-Store,Mobile Transfer
Asmara,2022-10-22,127040.51,0,33.3,4.91,155.24,24.2,nan,1009.61,1,Online,Card Payment
Zanzibar,2021-03-23,121189.64,0,20.5,2.43,117.6,13.4,Furniture,-485.13,10,In-Store,Card Payment
Bujumbura,2023-12-11,47087.05,0,29.2,2.03,186.37,6.6,nan,-19.96,3,Online,Card Payment
,2024-05-21,6440.69,0,23.8,4.54,163.46,20.2,Electronics,34.67,4,In-Store,Cash
Juba,2024-01-24,158354.95,1,28.1,2.06,140.71,,Beverages,585.51,3,Online,Mobile Transfer
Kisumu,2022-09-14,134993.61,1,16.0,4.72,193.74,3.1,Clothing,-183.21,6,In-Store,Cash
Kigali,2023-06-28,101802.75,1,35.9,3.54,170.43,22.2,nan,-345.57,7,In-Store,Mobile Transfer
Morogoro,2022-04-08,135203.61,1,17.9,4.38,189.37,16.9,Clothing,-147.28,4,In-Store,Cash
Gaborone,2022-10-04,154839.9,1,20.4,1.47,,18.3,nan,154.7,7,In-Store,Mobile Transfer
Lubango,2024-04-06,63400.91,1,10.4,2.52,134.59,16.9,Groceries,-401.58,6,In-Store,
Manzini,2021-08-21,150611.4,0,18.7,3.69,99.09,,Beverages,-109.27,1,Online,Card Payment
Lilongwe,2021-02-15,,0,27.2,4.8,140.03,10.9,Groceries,-164.96,1,In-Store,Mobile Transfer
Bulawayo,2024-08-05,99373.57,1,39.4,3.81,83.24,22.2,Beverages,1044.72,4,Online,Card Payment
Mombasa,2025-02-24,17364.09,0,30.6,3.94,80.57,9.1,Electronics,-160.85,7,Online,Card Payment
Arusha,2021-04-28,176391.93,0,,1.02,188.49,2.7,nan,1083.08,4,In-Store,Mobile Transfer
Kafue,2025-05-09,92252.21,1,38.4,4.64,94.55,2.5,Beverages,516.36,7,Online,Mobile Transfer
Nampula,2024-07-15,13224.6,0,12.8,1.92,82.04,10.7,Beverages,1015.71,6,Online,
Malindi,2022-01-20,140313.9,1,10.8,2.56,176.16,18.5,Groceries,,4,In-Store,Cash
Francistown,2024-01-24,unknown,1,27.8,3.87,196.04,23.6,Groceries,1302.11,10,In-Store,Card Payment
Blantyre,2022-01-07,unknown,1,11.1,3.5,162.93,5.1,nan,53.04,8,In-Store,Card Payment
Tete,2023-08-25,35931.36,0,29.5,3.46,149.27,7.8,Clothing,,1,In-Store,Cash
Mombasa,2022-07-20,37512.94,0,12.6,3.55,121.59,13.3,nan,,,In-Store,Mobile Transfer
Chipata,2022-03-21,95418.49,1,13.0,2.98,126.47,16.6,Groceries,1265.29,1,In-Store,Card Payment
Nampula,2024-09-19,142510.38,1,20.5,4.06,110.12,21.9,Clothing,-443.12,6,In-Store,Mobile Transfer
Tanga,2022-12-24,151131.95,0,36.7,3.31,132.86,5.6,nan,414.87,7,nan,Mobile Transfer
Ndola,2020-12-02,156867.2,0,10.1,2.94,199.75,21.8,Beverages,342.52,6,In-Store,Card Payment
Chimoio,unknown,193661.51,1,35.9,2.44,83.41,23.6,Groceries,747.58,4,In-Store,
Kitwe,2024-03-16,,0,39.0,3.93,,10.2,Electronics,381.87,,In-Store,Mobile Transfer
Tanga,2022-06-16,11412.3,1,11.4,1.91,155.52,21.7,nan,677.96,8,In-Store,Mobile Transfer
Tanga,2023-09-09,103815.29,0,32.8,3.57,150.31,16.6,Groceries,1223.41,2,In-Store,Cash
Gaborone,2022-04-28,34510.13,1,37.8,2.14,118.33,16.7,Groceries,-215.94,1,In-Store,Mobile Transfer
Nairobi,2025-06-05,78365.19,0,34.0,1.86,,15.8,Furniture,,8,Online,Mobile Transfer
Tete,2025-06-20,36708.22,1,37.4,4.91,147.13,7.6,Groceries,1105.64,,In-Store,
Maputo,unknown,121342.77,0,34.2,2.65,148.36,22.9,Electronics,-43.87,10,In-Store,Card Payment
Dar_es_Salaam,,60018.12,1,16.0,1.93,165.06,18.5,Electronics,1311.31,2,In-Store,Mobile Transfer
Dodoma,2023-05-31,133817.88,,25.5,4.37,,13.4,nan,581.62,5,In-Store,Card Payment
Mbeya,2023-03-18,,1,37.4,1.89,89.9,4.5,nan,-336.27,5,Online,Card Payment
Lindi,2025-03-04,22980.35,0,39.4,2.7,111.07,24.6,Furniture,-458.68,7,In-Store,Mobile Transfer
Tete,2024-02-08,71044.96,1,19.1,2.61,169.55,15.3,Furniture,1025.81,,In-Store,Cash
Mombasa,2022-01-14,187134.24,0,38.9,3.9,172.84,23.6,Beverages,1212.7,9,In-Store,
Mbeya,2020-10-15,128221.11,0,25.4,1.4,170.0,23.8,Clothing,-20.27,9,In-Store,Mobile Transfer
Kabwe,2020-10-06,106376.84,1,12.1,4.86,unknown,23.9,nan,-18.44,5,Online,
Manzini,2023-03-05,173857.33,1,30.2,4.16,117.28,6.9,Groceries,1408.2,2,In-Store,Card Payment
Mombasa,2024-11-25,63536.52,1,33.2,4.45,129.05,3.0,Groceries,812.37,7,In-Store,Card Payment
Maputo,2022-07-07,35515.64,0,31.7,2.34,96.93,17.2,Furniture,-164.77,4,Online,Mobile Transfer
Tanga,2021-09-14,2933.8,,15.1,3.04,171.79,7.2,Electronics,397.17,3,Online,
Bujumbura,2024-05-23,20408.96,0,31.5,2.37,163.52,7.6,Electronics,1320.87,7,In-Store,Mobile Transfer
Manzini,2020-09-06,101998.56,1,19.9,2.03,183.49,15.7,Clothing,742.35,7,In-Store,Mobile Transfer
Tanga,2023-01-29,66176.36,0,22.2,2.81,97.2,14.3,Electronics,314.94,1,Online,Mobile Transfer
Kitwe,2022-12-08,171598.17,0,29.6,2.1,177.55,3.5,Beverages,-197.93,7,In-Store,Mobile Transfer
Gaborone,2023-01-12,95207.97,0,11.5,2.97,150.61,14.5,Beverages,952.0,10,In-Store,Mobile Transfer
Addis_Ababa,2024-02-27,78876.68,1,25.8,2.03,181.77,24.9,Groceries,52.73,5,In-Store,Card Payment
Tanga,2025-02-12,,1,32.0,3.17,,16.5,Groceries,631.82,7,In-Store,Cash
Tanga,2025-07-12,55867.47,1,36.5,4.94,164.71,9.3,Electronics,,8,In-Store,Card Payment
Nairobi,2023-05-22,61631.11,1,16.9,3.22,unknown,3.7,Beverages,610.9,10,In-Store,Cash
Gaborone,2022-11-27,143043.21,0,17.7,2.44,143.85,4.1,Furniture,-7.01,7,In-Store,Cash
Tanga,2023-04-19,67523.65,1,28.6,1.88,159.41,23.1,nan,916.55,,In-Store,
Chimoio,2023-04-02,78843.4,unknown,24.8,3.56,129.94,13.6,Groceries,632.1,2,In-Store,Card Payment
Maputo,2021-12-24,,1,14.4,2.97,,24.2,Furniture,307.37,4,In-Store,Cash
Chimoio,2024-03-13,175349.08,0,15.6,1.97,178.05,24.0,Beverages,-395.74,6,In-Store,Card Payment
Mutare,2025-04-02,102289.57,0,,,178.38,24.9,nan,162.53,9,In-Store,Card Payment
Asmara,2022-04-27,64375.41,1,11.2,3.78,119.77,4.2,Groceries,204.9,5,In-Store,Mobile Transfer
Livingstone,2020-08-10,63118.01,1,15.2,4.47,89.13,19.0,Clothing,1082.33,2,In-Store,Mobile Transfer
Tanga,2021-10-11,72934.36,0,15.1,4.24,110.84,22.3,Electronics,526.89,4,In-Store,Cash
Dar_es_Salaam,2025-03-21,138836.62,1,25.6,3.24,105.14,4.5,Furniture,1364.24,8,Online,Card Payment
Manzini,2021-12-30,unknown,1,20.3,4.61,126.02,,Electronics,1001.46,4,In-Store,Card Payment
Livingstone,2023-09-02,165533.18,1,26.0,,141.94,2.6,nan,576.01,8,In-Store,Mobile Transfer
Maseru,2025-04-12,22414.4,0,38.0,4.22,114.96,6.3,nan,-162.23,4,In-Store,Mobile Transfer
Malindi,2022-09-26,,0,24.5,1.25,110.6,10.3,Groceries,-57.93,8,In-Store,
Malindi,2023-09-02,20046.03,1,22.7,1.96,196.61,24.8,Beverages,-179.84,3,In-Store,Card Payment
Malindi,2021-09-29,88621.17,1,15.5,4.19,158.76,11.1,Groceries,385.7,4,In-Store,
Livingstone,2022-03-04,105154.01,,,3.31,160.79,,nan,945.05,10,nan,Mobile Transfer
Beira,,195402.95,0,23.8,1.38,126.88,23.6,Groceries,1018.65,9,Online,Mobile Transfer
Blantyre,2025-06-26,145612.13,1,38.2,2.03,169.72,18.0,nan,-307.7,,Online,Mobile Transfer
Tete,2025-03-17,140642.27,0,33.2,1.6,92.02,11.1,Electronics,491.82,3,In-Store,Card Payment
Eldoret,2022-09-19,164485.52,1,15.7,1.51,133.61,24.8,Electronics,462.88,3,In-Store,Cash
Blantyre,2025-07-14,,1,22.0,3.29,191.63,5.4,Furniture,377.77,4,In-Store,Mobile Transfer
Nakuru,2023-12-11,108199.29,0,24.6,2.25,137.03,10.4,Electronics,102.43,2,In-Store,Mobile Transfer
Windhoek,2021-06-30,164666.28,1,16.5,3.75,121.0,21.7,Clothing,451.62,7,In-Store,Cash
Zanzibar,2021-08-14,147116.5,1,26.8,3.43,129.73,4.3,Furniture,533.21,7,nan,Mobile Transfer
Gweru,2025-06-25,50198.69,0,31.5,4.42,189.5,16.3,Beverages,699.39,9,In-Store,Cash
Lusaka,2023-03-29,62938.61,1,21.6,2.8,128.97,6.8,nan,254.73,8,nan,
Gweru,2023-02-26,54166.4,0,36.9,unknown,91.04,16.3,Electronics,1390.2,3,In-Store,Cash
Tete,,120616.16,0,26.3,4.96,169.98,,Beverages,177.68,5,In-Store,Card Payment
Mutare,2023-04-26,121859.31,,34.7,1.92,190.84,23.8,Beverages,1290.1,8,In-Store,Cash
Eldoret,,37495.3,1,11.9,2.87,117.91,14.2,Beverages,1102.51,,In-Store,Cash
Francistown,2020-10-11,34251.1,1,16.9,,114.24,8.0,Groceries,430.54,2,In-Store,Card Payment
Maseru,2021-06-20,147546.48,1,28.4,4.9,126.71,21.1,Electronics,492.62,1,In-Store,
Tanga,2024-10-22,30328.49,1,16.8,4.14,89.44,10.7,Groceries,1239.72,5,Online,Card Payment
Kabwe,2022-07-11,60873.07,1,13.9,3.32,160.88,4.1,Furniture,485.45,1,In-Store,Mobile Transfer
Bujumbura,2021-12-06,100008.44,unknown,38.4,,128.65,15.2,nan,858.76,7,In-Store,Cash
Windhoek,2025-03-07,102410.25,1,33.6,2.29,111.15,17.1,Beverages,1118.61,,In-Store,Card Payment
Manzini,2025-06-14,82007.09,0,10.3,4.49,99.54,13.0,Beverages,1315.76,6,Online,
Kampala,2025-01-10,97874.04,1,11.7,2.19,83.44,21.7,Electronics,-63.67,3,In-Store,Mobile Transfer
Mbabane,2024-03-17,131838.26,1,18.7,unknown,106.07,24.3,Groceries,1450.73,10,Online,Card Payment
Mombasa,2022-12-16,148358.91,0,39.0,4.59,83.32,9.8,Clothing,1430.67,1,Online,Card Payment
Beira,2020-09-08,127789.36,0,12.5,1.89,162.49,19.4,Furniture,94.71,2,In-Store,
Gweru,2022-11-03,66071.26,1,32.6,3.66,98.51,16.1,Groceries,727.46,2,In-Store,Card Payment
Juba,2022-10-16,79414.51,1,29.2,3.67,133.23,21.4,Groceries,-406.16,10,Online,Card Payment
Livingstone,2021-11-11,148541.33,1,39.4,1.78,128.72,,Electronics,-164.35,2,Online,
Chimoio,2023-11-29,70562.3,1,26.9,3.55,171.82,13.7,Groceries,667.63,10,In-Store,Cash
Addis_Ababa,2023-03-25,165407.62,0,20.7,2.73,142.61,18.2,Clothing,800.21,5,In-Store,
Mbeya,2021-02-10,25247.73,1,19.5,1.14,109.84,21.5,nan,569.21,2,In-Store,Cash
Dar_es_Salaam,2022-12-31,125909.06,0,36.2,1.29,82.86,19.0,Groceries,909.44,9,In-Store,Mobile Transfer
Eldoret,2021-09-23,89352.13,1,14.2,4.86,136.65,10.6,Beverages,1085.78,6,In-Store,Cash
Mutare,2022-08-12,16295.92,0,31.0,2.42,168.11,7.4,nan,,7,nan,Cash
Mombasa,2025-02-26,26645.17,0,24.6,2.88,121.82,10.4,Electronics,819.23,3,In-Store,Cash
Lindi,2023-05-25,36888.47,1,23.2,2.26,90.64,21.1,nan,625.2,10,In-Store,Card Payment
Kitwe,2023-09-25,89148.85,1,33.6,2.04,154.08,3.9,Clothing,-264.83,7,In-Store,Mobile Transfer
,2025-02-15,87462.94,0,23.5,3.68,92.81,8.5,nan,-42.79,4,In-Store,Card Payment
Lindi,2023-10-26,144063.47,1,25.3,4.07,128.72,19.1,nan,339.34,8,Online,Mobile Transfer
Malindi,2025-03-09,79073.51,unknown,34.2,3.99,166.91,13.9,nan,1227.52,9,In-Store,Card Payment
Kisumu,2024-01-22,199204.94,0,20.3,4.92,107.85,,Groceries,-65.95,,In-Store,Mobile Transfer
Tanga,2025-05-10,183440.32,1,35.1,1.46,100.43,18.5,nan,-134.15,3,Online,Card Payment
Morogoro,2023-03-28,181772.33,1,24.8,4.48,179.77,11.5,nan,941.9,6,Online,Mobile Transfer
Maseru,,182878.86,1,24.9,1.15,154.31,,Beverages,1451.59,3,In-Store,Cash
Mbabane,2025-05-29,54195.41,1,16.5,1.87,83.32,12.7,Groceries,394.66,6,In-Store,Cash
Tanga,2020-08-17,165125.04,1,22.6,1.86,95.31,7.2,Groceries,200.28,7,Online,
Dar_es_Salaam,2025-06-28,179481.33,1,38.8,4.87,93.78,21.9,Electronics,7.88,6,In-Store,Mobile Transfer
Gaborone,2022-12-07,71975.69,1,17.8,4.21,139.14,16.9,Beverages,-400.52,4,Online,Card Payment
Chipata,2022-02-24,149303.64,1,13.6,1.44,111.28,19.7,Groceries,,7,In-Store,
Eldoret,2023-11-07,4362.15,1,23.1,1.27,117.4,16.3,nan,-313.17,2,nan,Mobile Transfer
Dodoma,unknown,159698.48,0,15.9,3.67,125.87,7.4,Furniture,488.2,5,Online,Mobile Transfer
Maputo,2022-08-18,,1,16.6,1.17,,2.8,Electronics,1456.4,6,In-Store,Mobile Transfer
Nakuru,2022-07-05,162508.81,1,16.4,1.06,116.53,9.7,Furniture,1074.8,6,In-Store,Cash
Kafue,2022-10-26,198993.9,0,35.0,2.55,120.16,6.2,Beverages,703.38,5,nan,Mobile Transfer
Chimoio,2021-12-30,25598.48,1,39.3,2.11,137.74,19.3,Clothing,473.28,10,In-Store,Mobile Transfer
Windhoek,2022-12-12,,1,37.5,1.82,173.35,23.9,Clothing,734.36,5,In-Store,Cash
Kabwe,2021-02-21,82673.48,0,37.1,1.39,111.92,24.3,Electronics,252.05,8,nan,Cash
Windhoek,2022-06-01,150254.22,1,12.0,2.16,170.18,14.8,Furniture,-143.23,5,In-Store,
Kafue,2023-02-16,163503.6,,19.0,2.96,196.27,8.5,Beverages,679.55,6,In-Store,Card Payment
Harare,2025-05-22,140373.7,0,24.5,3.23,86.34,6.3,Clothing,556.21,10,In-Store,
Bulawayo,2023-12-08,,1,15.5,2.9,86.36,16.4,Clothing,1389.07,1,In-Store,
Blantyre,2025-01-15,,0,13.2,3.06,153.88,21.1,Electronics,799.67,1,In-Store,
Dar_es_Salaam,2025-02-25,125193.75,1,18.6,3.91,197.92,12.8,Furniture,1046.86,1,In-Store,Cash
Lusaka,2023-03-31,45579.18,1,,3.26,138.01,9.4,Furniture,-314.6,4,In-Store,
Bujumbura,2022-04-20,83031.18,0,14.0,3.38,156.92,15.8,Furniture,1021.87,3,In-Store,Cash
Kafue,2024-06-26,105056.96,1,38.1,,81.42,24.5,Electronics,1465.7,5,In-Store,Mobile Transfer
Livingstone,2025-06-02,97285.45,1,36.3,4.64,150.24,15.3,Clothing,,7,Online,Card Payment
Dodoma,2024-09-03,174690.43,1,34.2,,88.57,12.3,Clothing,984.17,6,In-Store,Card Payment
Malindi,2024-04-08,158934.47,1,29.0,2.35,169.52,18.9,Furniture,1459.04,3,In-Store,Mobile Transfer
Chipata,2021-05-17,139245.65,1,31.9,1.82,199.51,6.8,Electronics,282.55,2,nan,Cash
Mombasa,2021-09-30,16462.68,1,11.5,3.49,164.94,9.2,Groceries,1148.36,2,In-Store,
Chimoio,2022-08-05,120749.54,1,31.4,2.67,132.28,15.7,Groceries,299.39,3,In-Store,Cash
Arusha,2021-06-29,127975.71,,34.4,2.55,97.98,18.1,Groceries,351.84,10,In-Store,Mobile Transfer
Lilongwe,2021-12-11,190651.59,1,16.6,3.07,135.05,6.1,nan,816.48,3,In-Store,Mobile Transfer
Chimoio,2023-12-29,153818.77,0,39.1,1.24,151.22,10.2,Electronics,12.84,3,In-Store,Cash
Addis_Ababa,2023-12-23,35768.47,1,18.2,1.71,177.77,24.6,Furniture,1485.56,8,nan,Cash
Gaborone,2020-11-01,48885.03,1,38.1,1.84,119.49,21.4,nan,158.46,3,In-Store,Card Payment
Dodoma,2023-01-05,37906.02,1,15.1,3.51,178.55,23.8,Groceries,-254.3,6,nan,Card Payment
Dodoma,2024-12-22,171960.42,1,31.0,2.78,181.45,11.1,Electronics,145.11,9,In-Store,Mobile Transfer
Bujumbura,2024-07-12,130556.42,1,26.7,2.72,119.71,23.9,Furniture,1211.93,8,In-Store,Cash
Livingstone,2021-06-18,,0,38.5,1.89,190.02,15.4,Beverages,127.86,6,In-Store,Card Payment
Chimoio,2023-06-21,162945.43,0,17.7,3.23,128.08,19.6,nan,722.71,10,Online,
Zanzibar,2023-07-23,unknown,0,22.9,1.06,155.39,unknown,Beverages,1370.64,5,In-Store,Mobile Transfer
Beira,2025-06-11,,1,30.4,4.74,84.06,22.2,Furniture,19.93,5,Online,Mobile Transfer
Gaborone,2022-05-27,19394.93,0,20.5,2.1,89.39,13.6,nan,-237.27,8,In-Store,Card Payment
Lubango,2022-07-13,,0,25.0,3.14,unknown,16.4,Beverages,-306.3,7,Online,Card Payment
Dar_es_Salaam,2020-10-29,98148.23,1,11.2,4.27,119.35,17.7,nan,380.74,5,In-Store,Card Payment
Gaborone,2024-04-19,93328.04,0,26.0,4.7,163.33,21.2,Groceries,-291.43,10,In-Store,Cash
Chipata,2021-01-14,80630.6,0,13.6,1.86,195.87,19.6,Furniture,407.62,6,Online,
Mutare,2021-06-02,94425.63,1,32.1,4.85,138.96,20.6,Beverages,1225.43,5,Online,Mobile Transfer
Beira,2021-05-02,182153.75,1,32.3,3.43,131.57,21.0,Clothing,1054.97,9,In-Store,Card Payment
Ndola,2023-03-25,109306.61,0,26.5,2.46,114.1,15.8,Beverages,,6,In-Store,Cash
Malindi,2024-09-07,39166.54,1,26.3,unknown,104.85,3.5,Groceries,1200.85,3,In-Store,Cash
Kampala,unknown,unknown,0,36.9,1.55,177.41,12.4,Furniture,-299.46,3,In-Store,Mobile Transfer
Kitwe,,14687.99,0,20.0,4.44,116.6,19.7,nan,718.84,10,In-Store,
Dodoma,2023-04-06,173081.38,1,24.9,3.49,176.96,6.8,Electronics,,10,In-Store,Mobile Transfer
Harare,2023-09-14,48521.35,0,20.9,4.1,168.52,7.0,Beverages,,4,In-Store,Cash
Blantyre,2022-04-17,119431.56,0,34.9,4.44,115.8,17.5,Furniture,426.92,5,In-Store,Cash
Nairobi,2021-01-03,129479.9,0,33.3,4.53,109.87,,Furniture,30.31,9,In-Store,Cash
Asmara,2021-05-02,185726.3,1,36.2,2.51,80.68,13.5,Furniture,1159.71,10,In-Store,Mobile Transfer
Mbeya,2025-03-12,117260.23,0,37.3,2.26,110.81,5.1,Electronics,-43.54,2,Online,Card Payment
Mutare,2021-04-19,131489.38,1,21.7,4.45,194.21,23.6,Beverages,603.79,2,In-Store,
Eldoret,2020-10-08,27193.63,1,28.3,4.63,144.6,7.4,Groceries,,1,In-Store,Mobile Transfer
Kigali,2022-04-07,133310.35,0,12.9,,138.59,8.1,Furniture,363.3,8,In-Store,Card Payment
Lindi,2024-11-28,185182.63,1,28.1,1.24,101.96,16.3,Groceries,-432.92,1,In-Store,Cash
Kafue,2022-06-26,184236.12,0,31.9,4.8,109.83,,Furniture,893.47,6,In-Store,Card Payment
Chipata,2023-08-25,104844.18,0,29.6,2.02,,unknown,nan,-474.63,2,In-Store,Cash
Ndola,2021-01-12,138105.13,1,26.8,1.66,117.05,,Groceries,1141.09,9,In-Store,Cash
Kitwe,2022-07-30,20046.55,1,27.7,1.44,155.65,8.3,Electronics,32.79,4,In-Store,Cash
Mbabane,2024-07-22,54991.04,0,28.0,2.21,166.78,21.2,Beverages,-259.99,10,In-Store,
Chimoio,2024-12-06,184821.51,1,24.9,4.36,155.89,7.8,Electronics,334.08,5,In-Store,Mobile Transfer
Chipata,2020-08-11,unknown,1,32.9,4.99,91.66,9.0,Furniture,618.72,2,In-Store,Mobile Transfer
Kigali,2024-09-01,66080.75,1,33.5,1.26,114.61,10.7,Groceries,120.73,5,nan,Card Payment
Lubango,2023-05-22,63717.14,0,10.0,4.2,196.98,23.7,Clothing,,7,In-Store,Mobile Transfer
Mbabane,2022-03-11,55538.79,1,10.4,4.52,193.05,9.1,Beverages,-463.35,5,Online,Mobile Transfer
Zanzibar,2024-06-20,188785.61,,11.5,2.65,174.92,14.7,Beverages,907.63,1,In-Store,Mobile Transfer
Manzini,2021-01-02,17493.52,0,10.8,2.77,85.32,,Furniture,1272.87,9,Online,
Mombasa,2025-01-08,112863.18,1,31.6,2.3,140.07,24.8,Beverages,,2,In-Store,Mobile Transfer
Mbeya,2020-09-04,4278.29,0,31.0,3.73,123.51,6.5,Furniture,-38.73,4,In-Store,Mobile Transfer
Juba,2024-03-07,102374.69,,21.8,3.88,80.35,14.6,Beverages,-459.54,6,In-Store,Cash
Livingstone,2023-02-25,,1,33.7,2.9,86.22,8.4,nan,1270.13,1,In-Store,Cash
Gweru,2022-12-25,118576.67,0,unknown,4.93,196.89,16.9,Groceries,389.48,9,In-Store,Mobile Transfer
Harare,2024-01-13,160127.27,0,26.3,1.62,unknown,23.1,Electronics,1350.39,9,In-Store,Mobile Transfer
Arusha,2024-09-12,198294.72,1,32.1,3.23,156.35,,Clothing,436.2,8,In-Store,Card Payment
Windhoek,2021-03-13,,1,14.8,4.66,183.53,10.4,Electronics,1224.37,,In-Store,Card Payment
Mombasa,,33945.99,0,36.3,2.48,142.3,4.1,Electronics,1403.51,4,nan,Cash
Morogoro,2022-05-07,149153.22,1,,3.59,166.08,23.3,Furniture,170.3,9,Online,Mobile Transfer
Nairobi,2025-02-28,,0,26.9,3.72,,10.0,Electronics,781.42,4,In-Store,Cash
Chimoio,2021-02-11,12608.4,0,18.6,2.1,196.18,2.0,Clothing,832.84,5,nan,Cash
Bulawayo,,107124.14,0,10.9,3.36,123.01,13.8,Groceries,-457.18,6,In-Store,Cash
